county,office,candidate,party,absentee,early_votes,election_day,votes,district,,
Marshall,Attorney General ,Tom Miller,Dem,"4,761",,"5,532",10293,,,
Mills,Attorney General ,Tom Miller,Dem,"1,534",,"1,692",3226,,,
Mitchell,Attorney General ,Tom Miller,Dem,"1,165",,"1,787",2952,,,
Monona,Attorney General ,Tom Miller,Dem,861,,"1,366",2227,,,
Monroe,Attorney General ,Tom Miller,Dem,833,,"1,124",1957,,,
Montgomery,Attorney General ,Tom Miller,Dem,875,,"1,362",2237,,,
Muscatine,Attorney General ,Tom Miller,Dem,"4,335",,"5,334",9669,,,
O'Brien,Attorney General ,Tom Miller,Dem,868,,"2,328",3196,,,
Osceola,Attorney General ,Tom Miller,Dem,334,,885,1219,,,
Page,Attorney General ,Tom Miller,Dem,"1,361",,"2,002",3363,,,
Palo Alto,Attorney General ,Tom Miller,Dem,"1,022",,"1,332",2354,,,
Plymouth,Attorney General ,Tom Miller,Dem,"2,469",,"3,519",5988,,,
Pocahontas,Attorney General ,Tom Miller,Dem,715,,"1,337",2052,,,
Polk,Attorney General ,Tom Miller,Dem,"65,457",,"80,975",146432,,,
Pottawattamie,Attorney General ,Tom Miller,Dem,"8,651",,"11,425",20076,,,
Poweshiek,Attorney General ,Tom Miller,Dem,"2,902",,"2,888",5790,,,
Ringgold,Attorney General ,Tom Miller,Dem,597,,991,1588,,,
Sac,Attorney General ,Tom Miller,Dem,754,,"1,993",2747,,,
Scott,Attorney General ,Tom Miller,Dem,"21,562",,"22,102",43664,,,
Shelby,Attorney General ,Tom Miller,Dem,"1,219",,"1,483",2702,,,
Sioux,Attorney General ,Tom Miller,Dem,"1,984",,"4,403",6387,,,
Story,Attorney General ,Tom Miller,Dem,"12,596",,"17,293",29889,,,
Tama,Attorney General ,Tom Miller,Dem,"1,416",,"3,457",4873,,,
Taylor,Attorney General ,Tom Miller,Dem,489,,"1,036",1525,,,
Union,Attorney General ,Tom Miller,Dem,"1,534",,"1,636",3170,,,
Van Buren,Attorney General ,Tom Miller,Dem,499,,"1,284",1783,,,
Wapello,Attorney General ,Tom Miller,Dem,"3,467",,"4,398",7865,,,
Warren,Attorney General ,Tom Miller,Dem,"7,408",,"8,319",15727,,,
Washington,Attorney General ,Tom Miller,Dem,"2,613",,"3,269",5882,,,
Wayne,Attorney General ,Tom Miller,Dem,520,,975,1495,,,
Webster,Attorney General ,Tom Miller,Dem,"3,843",,"5,805",9648,,,
Winnebago,Attorney General ,Tom Miller,Dem,969,,"2,086",3055,,,
Winneshiek,Attorney General ,Tom Miller,Dem,"4,196",,"3,023",7219,,,
Woodbury,Attorney General ,Tom Miller,Dem,"10,728",,"11,303",22031,,,
Worth,Attorney General ,Tom Miller,Dem,686,,"1,733",2419,,,
Wright,Attorney General ,Tom Miller,Dem,"1,217",,"2,002",3219,,,
Adair,Attorney General ,Marco Battaglia,Lib,239,,406,645,,,
Adams,Attorney General ,Marco Battaglia,Lib,127,,146,273,,,
Allamakee,Attorney General ,Marco Battaglia,Lib,442,,777,1219,,,
Appanoose,Attorney General ,Marco Battaglia,Lib,323,,772,1095,,,
Audubon,Attorney General ,Marco Battaglia,Lib,160,,254,414,,,
Benton,Attorney General ,Marco Battaglia,Lib,647,,"1,956",2603,,,
Black Hawk,Attorney General ,Marco Battaglia,Lib,"2,679",,"6,260",8939,,,
Boone,Attorney General ,Marco Battaglia,Lib,"1,063",,"1,667",2730,,,
Bremer,Attorney General ,Marco Battaglia,Lib,743,,"1,751",2494,,,
Buchanan,Attorney General ,Marco Battaglia,Lib,471,,"1,112",1583,,,
Buena Vista,Attorney General ,Marco Battaglia,Lib,268,,630,898,,,
Butler,Attorney General ,Marco Battaglia,Lib,414,,"1,054",1468,,,
Calhoun,Attorney General ,Marco Battaglia,Lib,287,,589,876,,,
Carroll,Attorney General ,Marco Battaglia,Lib,424,,883,1307,,,
Cass,Attorney General ,Marco Battaglia,Lib,387,,714,1101,,,
Cedar,Attorney General ,Marco Battaglia,Lib,539,,"1,170",1709,,,
Cerro Gordo,Attorney General ,Marco Battaglia,Lib,"1,261",,"2,484",3745,,,
Cherokee,Attorney General ,Marco Battaglia,Lib,296,,540,836,,,
Chickasaw,Attorney General ,Marco Battaglia,Lib,360,,532,892,,,
Clarke,Attorney General ,Marco Battaglia,Lib,288,,618,906,,,
Clay,Attorney General ,Marco Battaglia,Lib,433,,827,1260,,,
Clayton,Attorney General ,Marco Battaglia,Lib,552,,"1,132",1684,,,
Clinton,Attorney General ,Marco Battaglia,Lib,"1,331",,"2,535",3866,,,
Crawford,Attorney General ,Marco Battaglia,Lib,367,,638,1005,,,
Dallas,Attorney General ,Marco Battaglia,Lib,"3,211",,"5,740",8951,,,
Davis,Attorney General ,Marco Battaglia,Lib,239,,507,746,,,
Decatur,Attorney General ,Marco Battaglia,Lib,188,,510,698,,,
Delaware,Attorney General ,Marco Battaglia,Lib,429,,"1,031",1460,,,
Des Moines,Attorney General ,Marco Battaglia,Lib,"1,054",,"1,870",2924,,,
Dickinson,Attorney General ,Marco Battaglia,Lib,744,,923,1667,,,
Dubuque,Attorney General ,Marco Battaglia,Lib,"2,907",,"5,127",8034,,,
Emmet,Attorney General ,Marco Battaglia,Lib,215,,601,816,,,
Fayette,Attorney General ,Marco Battaglia,Lib,364,,984,1348,,,
Floyd,Attorney General ,Marco Battaglia,Lib,427,,922,1349,,,
Franklin,Attorney General ,Marco Battaglia,Lib,211,,582,793,,,
Fremont,Attorney General ,Marco Battaglia,Lib,239,,509,748,,,
Greene,Attorney General ,Marco Battaglia,Lib,302,,503,805,,,
Grundy,Attorney General ,Marco Battaglia,Lib,271,,848,1119,,,
Guthrie,Attorney General ,Marco Battaglia,Lib,371,,848,1219,,,
Hamilton,Attorney General ,Marco Battaglia,Lib,440,,851,1291,,,
Hancock,Attorney General ,Marco Battaglia,Lib,259,,789,1048,,,
Hardin,Attorney General ,Marco Battaglia,Lib,528,,922,1450,,,
Harrison,Attorney General ,Marco Battaglia,Lib,399,,"1,078",1477,,,
Henry,Attorney General ,Marco Battaglia,Lib,579,,873,1452,,,
Howard,Attorney General ,Marco Battaglia,Lib,197,,494,691,,,
Humboldt,Attorney General ,Marco Battaglia,Lib,270,,570,840,,,
Ida,Attorney General ,Marco Battaglia,Lib,114,,412,526,,,
Iowa,Attorney General ,Marco Battaglia,Lib,393,,"1,200",1593,,,
Jackson,Attorney General ,Marco Battaglia,Lib,513,,967,1480,,,
Jasper,Attorney General ,Marco Battaglia,Lib,"1,135",,"2,418",3553,,,
Jefferson,Attorney General ,Marco Battaglia,Lib,429,,617,1046,,,
Johnson,Attorney General ,Marco Battaglia,Lib,"3,267",,"6,139",9406,,,
Jones,Attorney General ,Marco Battaglia,Lib,507,,"1,137",1644,,,
Keokuk,Attorney General ,Marco Battaglia,Lib,185,,634,819,,,
Kossuth,Attorney General ,Marco Battaglia,Lib,473,,969,1442,,,
Lee,Attorney General ,Marco Battaglia,Lib,"1,017",,"1,708",2725,,,
Linn,Attorney General ,Marco Battaglia,Lib,"5,717",,"14,452",20169,,,
Louisa,Attorney General ,Marco Battaglia,Lib,293,,666,959,,,
Lucas,Attorney General ,Marco Battaglia,Lib,332,,513,845,,,
Lyon,Attorney General ,Marco Battaglia,Lib,281,,757,1038,,,
Madison,Attorney General ,Marco Battaglia,Lib,696,,"1,245",1941,,,
Mahaska,Attorney General ,Marco Battaglia,Lib,704,,"1,213",1917,,,
Marion,Attorney General ,Marco Battaglia,Lib,"1,257",,"2,362",3619,,,
Marshall,Attorney General ,Marco Battaglia,Lib,862,,"1,634",2496,,,
Mills,Attorney General ,Marco Battaglia,Lib,719,,"1,027",1746,,,
Mitchell,Attorney General ,Marco Battaglia,Lib,298,,642,940,,,
Monona,Attorney General ,Marco Battaglia,Lib,289,,635,924,,,
Monroe,Attorney General ,Marco Battaglia,Lib,258,,512,770,,,
Montgomery,Attorney General ,Marco Battaglia,Lib,296,,554,850,,,
Muscatine,Attorney General ,Marco Battaglia,Lib,"1,157",,"1,945",3102,,,
O'Brien,Attorney General ,Marco Battaglia,Lib,288,,887,1175,,,
Osceola,Attorney General ,Marco Battaglia,Lib,116,,365,481,,,
Page,Attorney General ,Marco Battaglia,Lib,345,,830,1175,,,
Palo Alto,Attorney General ,Marco Battaglia,Lib,277,,445,722,,,
Plymouth,Attorney General ,Marco Battaglia,Lib,690,,"1,453",2143,,,
Pocahontas,Attorney General ,Marco Battaglia,Lib,192,,433,625,,,
Polk,Attorney General ,Marco Battaglia,Lib,"12,569",,"26,080",38649,,,
Pottawattamie,Attorney General ,Marco Battaglia,Lib,"2,789",,"5,305",8094,,,
Poweshiek,Attorney General ,Marco Battaglia,Lib,557,,"1,050",1607,,,
Ringgold,Attorney General ,Marco Battaglia,Lib,119,,252,371,,,
Sac,Attorney General ,Marco Battaglia,Lib,173,,530,703,,,
Scott,Attorney General ,Marco Battaglia,Lib,"5,444",,"10,073",15517,,,
Shelby,Attorney General ,Marco Battaglia,Lib,404,,564,968,,,
Sioux,Attorney General ,Marco Battaglia,Lib,867,,"2,276",3143,,,
Story,Attorney General ,Marco Battaglia,Lib,"2,555",,"6,068",8623,,,
Tama,Attorney General ,Marco Battaglia,Lib,376,,"1,106",1482,,,
Taylor,Attorney General ,Marco Battaglia,Lib,146,,344,490,,,
Union,Attorney General ,Marco Battaglia,Lib,383,,580,963,,,
Van Buren,Attorney General ,Marco Battaglia,Lib,148,,441,589,,,
Wapello,Attorney General ,Marco Battaglia,Lib,888,,"1,714",2602,,,
Warren,Attorney General ,Marco Battaglia,Lib,"1,818",,"3,379",5197,,,
Washington,Attorney General ,Marco Battaglia,Lib,607,,"1,251",1858,,,
Wayne,Attorney General ,Marco Battaglia,Lib,141,,339,480,,,
Webster,Attorney General ,Marco Battaglia,Lib,827,,"1,934",2761,,,
Winnebago,Attorney General ,Marco Battaglia,Lib,246,,723,969,,,
Winneshiek,Attorney General ,Marco Battaglia,Lib,734,,875,1609,,,
Woodbury,Attorney General ,Marco Battaglia,Lib,"2,847",,"4,569",7416,,,
Worth,Attorney General ,Marco Battaglia,Lib,170,,562,732,,,
Wright,Attorney General ,Marco Battaglia,Lib,305,,658,963,,,
Clay,State Senator,Zach Whiting ,Rep,2117,,3088,5205,1,,
Dickinson,State Senator,Zach Whiting ,Rep,3150,,3621,6771,1,,
Lyon,State Senator,Zach Whiting ,Rep,1350,,3061,4411,1,,
Osceola,State Senator,Zach Whiting ,Rep,524,,1491,2015,1,,
Palo Alto,State Senator,Zach Whiting ,Rep,1146,,1697,2843,1,,
Plymouth,State Senator,Jim Carlin,Rep,2829,,4533,7362,3,,
Woodbury,State Senator,Jim Carlin,Rep,3695,,5309,9004,3,,
Plymouth,State Senator,Dave Dawson,Dem,1233,,1572,2805,3,,
Woodbury,State Senator,Dave Dawson,Dem,2939,,3140,6079,3,,
Calhoun,State Senator,Tim Kraayenbrink,Rep,897,,"1,895",2792,5,,
Humboldt,State Senator,Tim Kraayenbrink,Rep,"1,008",,"1,861",2869,5,,
Pocahontas,State Senator,Tim Kraayenbrink,Rep,689,,"1,510",2199,5,,
Webster,State Senator,Tim Kraayenbrink,Rep,"2,264",,"4,447",6711,5,,
Calhoun,State Senator,John J. O'Brien,Dem,524,,903,1427,5,,
Humboldt,State Senator,John J. O'Brien,Dem,519,,622,1141,5,,
Pocahontas,State Senator,John J. O'Brien,Dem,355,,513,868,5,,
Webster,State Senator,John J. O'Brien,Dem,"2,436",,"3,063",5499,5,,
Woodbury,State Senator,Jackie Smith,Dem,4665,,"4,460",9125,7,,
Woodbury,State Senator,Rick Bertrand,Rep,3991,,4685,8676,7,,
Crawford,State Senator,Jason Schultz,Rep,"1,114",,"1,846",2960,9,,
Harrison,State Senator,Jason Schultz,Rep,"1,310",,"3,452",4762,9,,
Ida,State Senator,Jason Schultz,Rep,644,,"1,844",2488,9,,
Monona,State Senator,Jason Schultz,Rep,"1,011",,"2,007",3018,9,,
Shelby,State Senator,Jason Schultz,Rep,"1,665",,"2,236",3901,9,,
Woodbury,State Senator,Jason Schultz,Rep,350,,"1,054",1404,9,,
Adams,State Senator,Tom Shipley,Rep,620,,684,1304,11,,
Cass,State Senator,Tom Shipley,Rep,1298,,2185,3483,11,,
Pottawattamie,State Senator,Tom Shipley,Rep,3729,,6478,10207,11,,
Union,State Senator,Tom Shipley,Rep,1289,,1724,3013,11,,
Adams,State Senator,Sara Ramsey,Dem,219,,207,426,11,,
Cass,State Senator,Sara Ramsey,Dem,607,,795,1402,11,,
Pottawattamie,State Senator,Sara Ramsey,Dem,2230,,3001,5231,11,,
Union,State Senator,Sara Ramsey,Dem,904,,807,1711,11,,
Madison,State Senator,Julian Garrett,Rep,1751,,2781,4532,13,,
Warren,State Senator,Julian Garrett,Rep,5133,,7534,12667,13,,
Madison,State Senator,Vicky Brenner,Dem,1449,,1542,2991,13,,
Warren,State Senator,Vicky Brenner,Dem,5223,,5344,10567,13,,
Jasper,State Senator,Zach Nunn,Rep,2542,,4520,7062,15,,
Polk,State Senator,Zach Nunn,Rep,2813,,7113,9926,15,,
Jasper,State Senator,Dan Nieland,Dem,2817,,3067,5884,15,,
Polk,State Senator,Dan Nieland,Dem,2702,,4244,6946,15,,
Polk,State Senator,Tony Bisignano,Dem,7883,,9925,17808,17,,
Polk,State Senator,Jack Whitver,Rep,6650,,11948,18598,19,,
Polk,State Senator,Amber Gustafson,Dem,8761,,8847,17608,19,,
Polk,State Senator,Claire Celsi,Dem,10035,,10325,20360,21,,
Warren,State Senator,Claire Celsi,Dem,42,,97,139,21,,
Polk,State Senator,Brian B. Bales,Rep,3893,,6393,10286,21,,
Warren,State Senator,Brian B. Bales,Rep,73,,152,225,21,,
Story,State Senator,Herman C. Quirmbach,Dem,8451,,10569,19020,23,,
Story,State Senator,Eric Cooper,Lib,1941,,4332,6273,23,,
Butler,State Senator,Tracy Freese,Dem,355,,767,1122,25,,
Grundy,State Senator,Tracy Freese,Dem,582,,1324,1906,25,,
Hardin,State Senator,Tracy Freese,Dem,1097,,1266,2363,25,,
Story,State Senator,Tracy Freese,Dem,2038,,2916,4954,25,,
Butler,State Senator,Annette Sweeney,Rep,625,,1404,2029,25,,
Grundy,State Senator,Annette Sweeney,Rep,1145,,2644,3789,25,,
Hardin,State Senator,Annette Sweeney,Rep,1929,,2874,4803,25,,
Story,State Senator,Annette Sweeney,Rep,1790,,4210,6000,25,,
Butler,State Senator,Amanda Ragan,Dem,350,,704,1054,27,,
Cerro Gordo,State Senator,Amanda Ragan,Dem,4558,,5694,10252,27,,
Franklin,State Senator,Amanda Ragan,Dem,565,,952,1517,27,,
Butler,State Senator,Shannon Latham,Rep,639,,1223,1862,27,,
Cerro Gordo,State Senator,Shannon Latham,Rep,2881,,5005,7886,27,,
Franklin,State Senator,Shannon Latham,Rep,795,,1779,2574,27,,
Dubuque,State Senator,Tod R. Bowman,Rep,3507,,3553,7060,29,,
Jackson,State Senator,Tod R. Bowman,Rep,2316,,2548,4864,29,,
Jones,State Senator,Tod R. Bowman,Rep,559,,954,1513,29,,
Dubuque,State Senator,Carrie Koelker,Rep,3702,,6015,9717,29,,
Jackson,State Senator,Carrie Koelker,Rep,1370,,2346,3716,29,,
Jones,State Senator,Carrie Koelker,Rep,712,,1348,2060,29,,
Black Hawk,State Senator,Bill Dotzler,Dem,5757,,8816,14573,31,,
Linn,State Senator,Edward Bernie Hayes ,Rep,3093,,6314,9407,33,,
Linn,State Senator,Robert M. Hogg,Dem,7792,,10120,17912,33,,
Linn,State Senator,Todd Taylor,Dem,8012,,11863,19875,35,,
Cedar,State Senator,Zach Wahls,Dem,1679,,2743,4422,37,,
Johnson,State Senator,Zach Wahls,Dem,8586,,6709,15295,37,,
Muscatine,State Senator,Zach Wahls,Dem,179,,425,604,37,,
Cedar,State Senator,Carl A. Krambeck,Lib,613,,1406,2019,37,,
Johnson,State Senator,Carl A. Krambeck,Lib,1245,,2018,3263,37,,
Muscatine,State Senator,Carl A. Krambeck,Lib,68,,216,284,37,,
Johnson,State Senator,Kevin Kinney,Dem,4629,,6006,10635,39,,
Keokuk,State Senator,Kevin Kinney,Dem,456,,1011,1467,39,,
Washington,State Senator,Kevin Kinney,Dem,1673,,1983,3656,39,,
Johnson,State Senator,Heather Hora,Rep,1945,,4110,6055,39,,
Keokuk,State Senator,Heather Hora,Rep,680,,1845,2525,39,,
Washington,State Senator,Heather Hora,Rep,1690,,2860,4550,39,,
Davis,State Senator,Mary S. Stewart,Dem,468,,638,1106,41,,
Jefferson,State Senator,Mary S. Stewart,Dem,2586,,971,3557,41,,
Van Buren,State Senator,Mary S. Stewart,Dem,285,,588,873,41,,
Wapello,State Senator,Mary S. Stewart,Dem,2519,,2597,5116,41,,
Davis,State Senator,Mariannette Miller-Meeks,Rep,692,,1284,1976,41,,
Jefferson,State Senator,Mariannette Miller-Meeks,Rep,1128,,1551,2679,41,,
Van Buren,State Senator,Mariannette Miller-Meeks,Rep,511,,1499,2010,41,,
Wapello,State Senator,Mariannette Miller-Meeks,Rep,1718,,3077,4795,41,,
Johnson,State Senator,Joe Bolkcom,Dem,14139,,9651,23790,43,,
Johnson,State Senator,Patrick Joseph Wronkiewicz,Rep,2253,,3854,6107,43,,
Scott,State Senator,Jim Lykam,Dem,6770,,7859,14629,45,,
Scott,State Senator,Marie Gleason,Dem,8080,,6338,14418,47,,
Scott,State Senator,Roby Smith,Rep,7113,,9012,16125,47,,
Clinton,State Senator,Patti Robinson,Dem,4472,,4137,8609,49,,
Scott,State Senator,Patti Robinson,Dem,1005,,1302,2307,49,,
Clinton,State Senator,Chris Cournoyer,Rep,3608,,5831,9439,49,,
Scott,State Senator,Chris Cournoyer,Rep,1185,,2681,3866,49,,
Dickinson,State Representative,John H. Wills,Rep,2229,,2191,4420,1,,
Lyon,State Representative,John H. Wills,Rep,1305,,2847,4152,1,,
Osceola,State Representative,John H. Wills,Rep,518,,1411,1929,1,,
Dickinson,State Representative,Karen A. Larson,Dem,1375,,916,2291,1,,
Lyon,State Representative,Karen A. Larson,Dem,262,,617,879,1,,
Osceola,State Representative,Karen A. Larson,Dem,141,,306,447,1,,
Clay,State Representative,Megan Lee Hess Jones,Rep,1838,,2634,4472,2,,
Dickinson,State Representative,Megan Lee Hess Jones,Rep,466,,833,1299,2,,
Palo Alto,State Representative,Megan Lee Hess Jones,Rep,1042,,1428,2470,2,,
Clay,State Representative,Ryan Odor ,Dem,1202,,1150,2352,2,,
Dickinson,State Representative,Ryan Odor ,Dem,279,,378,657,2,,
Palo Alto,State Representative,Ryan Odor ,Dem,547,,675,1222,2,,
Cherokee,State Representative,Dan Huseman,Rep,1706,,2502,4208,3,,
O'Brien,State Representative,Dan Huseman,Rep,1338,,3664,5002,3,,
Plymouth,State Representative,Dan Huseman,Rep,160,,142,302,3,,
Sioux,State Representative,Dan Huseman,Rep,285,,897,1182,3,,
Sioux,State Representative,Skyler Wheeler,Rep,3425,,7612,11037,4,,
Plymouth,State Representative,Thomas Jeneary,Rep,3046,,4939,7985,5,,
Woodbury,State Representative,Thomas Jeneary,Rep,523,,1266,1789,5,,
Plymouth,State Representative,Andrew Emanuel,Dem,1026,,1168,2194,5,,
Woodbury,State Representative,Andrew Emanuel,Dem,309,,446,755,5,,
Woodbury,State Representative,Rita DeJong,Dem,2727,,2742,5469,6,,
Woodbury,State Representative,Jacob Bossman,Rep,3076,,4016,7092,6,,
Emmet,State Representative,Debra Jensen,Dem,601,,920,1521,7,,
Kossuth,State Representative,Debra Jensen,Dem,915,,836,1751,7,,
Winnebago,State Representative,Debra Jensen,Dem,746,,1386,2132,7,,
Emmet,State Representative,Tedd Gassman,Rep,617,,1549,2166,7,,
Kossuth,State Representative,Tedd Gassman,Rep,909,,1600,2509,7,,
Winnebago,State Representative,Tedd Gassman,Rep,673,,1805,2478,7,,
Hancock,State Representative,Terry Baxter,Rep,898,,2341,3239,8,,
Kossuth,State Representative,Terry Baxter,Rep,690,,1353,2043,8,,
Wright,State Representative,Terry Baxter,Rep,1087,,2044,3131,8,,
Hancock,State Representative,Connie Price ,Dem,556,,943,1499,8,,
Kossuth,State Representative,Connie Price ,Dem,411,,548,959,8,,
Wright,State Representative,Connie Price ,Dem,682,,985,1667,8,,
Webster,State Representative,Megan L. Srinivas ,Dem,2318,,2903,5221,9,,
Webster,State Representative,Ann Meyer,Rep,2063,,3541,5604,9,,
Calhoun,State Representative,Mike Sexton,Rep,787,,1714,2501,10,,
Humboldt,State Representative,Mike Sexton,Rep,992,,1887,2879,10,,
Pocahontas,State Representative,Mike Sexton,Rep,682,,1504,2186,10,,
Webster,State Representative,Mike Sexton,Rep,212,,817,1029,10,,
Calhoun,State Representative,Jake Ronald Thompson ,Dem,658,,1105,1763,10,,
Humboldt,State Representative,Jake Ronald Thompson ,Dem,527,,612,1139,10,,
Pocahontas,State Representative,Jake Ronald Thompson ,Dem,361,,525,886,10,,
Webster,State Representative,Jake Ronald Thompson ,Dem,125,,298,423,10,,
Buena Vista,State Representative,Gary Worthan ,Rep,1571,,3328,4899,11,,
Sac,State Representative,Gary Worthan ,Rep,883,,2594,3477,11,,
Audubon,State Representative,Brian Best,Rep,705,,985,1690,12,,
Carroll,State Representative,Brian Best,Rep,2114,,3763,5877,12,,
Crawford,State Representative,Brian Best,Rep,379,,512,891,12,,
Audubon,State Representative,Peter Leo,Dem,393,,495,888,12,,
Carroll,State Representative,Peter Leo,Dem,1387,,1617,3004,12,,
Crawford,State Representative,Peter Leo,Dem,241,,269,510,12,,
Woodbury,State Representative,Chris Hall,Dem,3317,,3368,6685,13,,
Woodbury,State Representative,Timothy H. Kacena,Dem,2337,,2269,4606,14,,
Woodbury,State Representative,Robert Henderson,Rep,1743,,2193,3936,14,,
Pottawattamie,State Representative,LeAnn L. Hughes,Rep,1340,,2250,3590,15,,
Pottawattamie,State Representative,Charlie McConkey,Dem,2112,,2523,4635,15,,
Pottawattamie,State Representative,Mary Ann Hanusa,Rep,2053,,2896,4949,16,,
Pottawattamie,State Representative,Steve Gorman,Dem,2265,,2570,4835,16,,
Pottawattamie,State Representative,Steve Sechrest,Lib,48,,160,208,16,,
Harrison,State Representative,Matt W. Windschitl,Rep,718,,1939,2657,17,,
Ida,State Representative,Matt W. Windschitl,Rep,534,,1586,2120,17,,
Monona,State Representative,Matt W. Windschitl,Rep,861,,1728,2589,17,,
Woodbury,State Representative,Matt W. Windschitl,Rep,0,,1218,1218,17,,
Harrison,State Representative,Jan Creasman,Dem,392,,870,1262,17,,
Ida,State Representative,Jan Creasman,Dem,230,,448,678,17,,
Monona,State Representative,Jan Creasman,Dem,496,,609,1105,17,,
Woodbury,State Representative,Jan Creasman,Dem,0,,423,423,17,,
Crawford,State Representative,Steve Holt,Rep,1064,,1770,2834,18,,
Harrison,State Representative,Steve Holt,Rep,494,,1129,1623,18,,
Shelby,State Representative,Steve Holt,Rep,1662,,2197,3859,18,,
Dallas,State Representative,Chris Hegenow,Rep,3351,,5664,9015,19,,
Polk,State Representative,Chris Hegenow,Rep,371,,1153,1524,19,,
Dallas,State Representative,Gregg Gustafson,Dem,2929,,3616,6545,19,,
Polk,State Representative,Gregg Gustafson,Dem,343,,801,1144,19,,
Dallas,State Representative,Richard Dedor,Ind,132,,290,422,19,,
Polk,State Representative,Richard Dedor,Ind,13,,63,76,19,,
Adair,State Representative,Ray Bubba Sorensen,Rep,854,,1391,2245,20,,
Cass,State Representative,Ray Bubba Sorensen,Rep,164,,398,562,20,,
Dallas,State Representative,Ray Bubba Sorensen,Rep,401,,1052,1453,20,,
Guthrie,State Representative,Ray Bubba Sorensen,Rep,1139,,2260,3399,20,,
Adair,State Representative,Warren Varley,Dem,512,,634,1146,20,,
Cass,State Representative,Warren Varley,Dem,80,,143,223,20,,
Dallas,State Representative,Warren Varley,Dem,575,,1113,1688,20,,
Guthrie,State Representative,Warren Varley,Dem,649,,919,1568,20,,
Adams,State Representative,Tom Moore,Rep,564,,616,1180,21,,
Cass,State Representative,Tom Moore,Rep,1221,,2080,3301,21,,
Pottawattamie,State Representative,Tom Moore,Rep,167,,365,532,21,,
Union,State Representative,Tom Moore,Rep,1258,,1661,2919,21,,
Adams,State Representative,Denise O'Brien,Dem,253,,252,505,21,,
Cass,State Representative,Denise O'Brien,Dem,714,,955,1669,21,,
Pottawattamie,State Representative,Denise O'Brien,Dem,69,,154,223,21,,
Union,State Representative,Denise O'Brien,Dem,912,,830,1742,21,,
Pottawattamie,State Representative,Jon Jacobsen,Rep,3583,,6124,9707,22,,
Pottawattamie,State Representative,Ray Stevens,Dem,2146,,2857,5003,22,,
Fremont,State Representative,David Sieck,Rep,681,,1196,1877,23,,
Mills,State Representative,David Sieck,Rep,1814,,2351,4165,23,,
Montgomery,State Representative,David Sieck,Rep,713,,1176,1889,23,,
Fremont,State Representative,Chuck Larson,Dem,426,,678,1104,23,,
Mills,State Representative,Chuck Larson,Dem,1053,,1013,2066,23,,
Montgomery,State Representative,Chuck Larson,Dem,414,,476,890,23,,
Montgomery,State Representative,Cecil Dolecheck,Rep,271,,532,803,24,,
Page,State Representative,Cecil Dolecheck,Rep,1367,,2420,3787,24,,
Ringgold,State Representative,Cecil Dolecheck,Rep,462,,923,1385,24,,
Taylor,State Representative,Cecil Dolecheck,Rep,545,,1189,1734,24,,
Montgomery,State Representative,James Uhlenkamp,Dem,93,,187,280,24,,
Page,State Representative,James Uhlenkamp,Dem,768,,1009,1777,24,,
Ringgold,State Representative,James Uhlenkamp,Dem,395,,535,930,24,,
Taylor,State Representative,James Uhlenkamp,Dem,223,,456,679,24,,
Madison,State Representative,Stan Gustafson,Rep,1761,,2831,4592,25,,
Warren,State Representative,Stan Gustafson,Rep,1672,,3156,4828,25,,
Madison,State Representative,Ryan Marquardt,Dem,1410,,1471,2881,25,,
Warren,State Representative,Ryan Marquardt,Dem,1554,,2035,3589,25,,
Warren,State Representative,Rebel Snodgrass,Rep,2789,,3783,6572,26,,
Warren,State Representative,Scott Ourth,Dem,4289,,3906,8195,26,,
Clarke,State Representative,Richard Foster,Dem,550,,689,1239,27,,
Decatur,State Representative,Richard Foster,Dem,330,,594,924,27,,
Lucas,State Representative,Richard Foster,Dem,324,,352,676,27,,
Wayne,State Representative,Richard Foster,Dem,241,,361,602,27,,
Clarke,State Representative,Joel Fry,Rep,811,,1598,2409,27,,
Decatur,State Representative,Joel Fry,Rep,539,,1429,1968,27,,
Lucas,State Representative,Joel Fry,Rep,630,,929,1559,27,,
Wayne,State Representative,Joel Fry,Rep,572,,1183,1755,27,,
Jasper,State Representative,Ann M. Fields,Dem,299,,508,807,28,,
Lucas,State Representative,Ann M. Fields,Dem,152,,248,400,28,,
Marion,State Representative,Ann M. Fields,Dem,1688,,1643,3331,28,,
Jasper,State Representative,Jon Thorup,Rep,539,,1356,1895,28,,
Lucas,State Representative,Jon Thorup,Rep,337,,531,868,28,,
Marion,State Representative,Jon Thorup,Rep,2070,,3299,5369,28,,
Jasper,State Representative,Wes Breckenridge,Dem,3508,,4112,7620,29,,
Jasper,State Representative,Ann Howell,Rep,1896,,3458,5354,29,,
Polk,State Representative,Kent A. Balduchi,Dem,2893,,4485,7378,30,,
Polk,State Representative,Brian K. Lohse,Rep,2602,,6861,9463,30,,
Polk,State Representative,Rick L. Olson,Dem,3272,,5304,8576,31,,
Polk,State Representative,Ruth Ann Gaines,Dem,2981,,3269,6250,32,,
Polk,State Representative,William M. Charlier,Rep,876,,1512,2388,32,,
Polk,State Representative,ToyA S. Johnson,Lib,93,,157,250,32,,
Polk,State Representative,Brian Meyer,Dem,3080,,3806,6886,33,,
Polk,State Representative,Gregory T. Malone,Rep,1136,,2147,3283,33,,
Polk,State Representative,Bruce Hunter,Dem,3858,,4072,7930,34,,
